,assistsPg,blocksPg,defRebsPg,efficiency,fgaPg,fgmPg,fgpct,foulsPg,ftaPg,ftmPg,ftpct,games,gamesStarted,minsPg,offRebsPg,pointsPg,rebsPg,stealsPg,tpaPg,tpmPg,tppct,turnoversPg,playerId
248,0.4,0.18,1.8,3.8,3.059,1.147,37.5,1.41,0.471,0.324,68.8,34,0,12.7,0.5,3.4,2.3,0.26,2.176,0.735,33.8,0.53,1630174
249,1.8,0.17,1.7,8.0,6.037,2.741,45.4,1.63,0.556,0.5,90.0,54,2,19.1,0.5,7.4,2.2,0.54,3.407,1.444,42.4,0.83,1630202
250,7.9,0.59,7.3,28.4,18.439,9.463,51.3,1.59,5.829,4.098,70.3,41,41,33.9,0.6,25.4,7.9,1.05,6.488,2.39,36.8,3.71,2544
251,0.5,0.09,1.4,2.3,0.636,0.182,28.6,0.64,0.0,0.0,0.0,11,0,6.9,0.4,0.5,1.8,0.09,0.455,0.182,40.0,0.18,201162
252,2.1,1.2,3.3,9.5,4.0,1.778,44.4,2.24,1.022,0.756,73.9,45,42,19.5,0.8,5.3,4.1,0.51,2.467,0.956,38.7,1.16,201188
253,0.9,0.3,1.3,4.6,4.24,1.42,33.5,1.4,0.7,0.6,85.7,50,7,19.3,0.3,4.5,1.6,0.64,3.36,1.08,32.1,0.44,202083
254,1.2,0.33,3.8,8.8,6.423,2.731,42.5,1.85,0.827,0.615,74.4,52,26,20.6,0.8,7.3,4.6,0.35,3.673,1.192,32.5,0.94,202693
255,3.0,1.68,6.0,24.0,16.48,8.44,51.2,1.68,5.6,4.0,71.4,25,25,32.0,2.0,21.6,8.0,1.28,2.6,0.68,26.2,1.88,203076
256,1.9,0.78,7.7,17.3,9.111,4.333,47.6,3.89,3.667,2.556,69.7,9,9,25.8,2.7,11.2,10.4,1.67,0.0,0.0,0.0,2.67,203083
257,0.4,0.33,1.3,7.3,6.778,3.0,44.3,2.56,1.778,1.444,81.3,9,1,17.9,0.4,9.4,1.7,0.11,5.222,2.0,38.3,0.67,203463
258,5.7,0.23,3.0,15.8,12.446,5.446,43.8,2.64,4.196,3.536,84.3,56,56,32.0,0.5,15.6,3.5,1.18,3.375,1.161,34.4,2.73,203471
259,1.6,0.33,2.2,9.6,7.564,3.273,43.3,1.64,1.527,1.309,85.7,55,55,27.4,0.4,9.7,2.6,0.82,4.291,1.818,42.4,1.0,203484
260,1.1,0.73,4.2,17.4,9.136,5.661,62.0,1.9,3.661,2.61,71.3,59,1,24.0,2.4,13.9,6.6,0.68,0.169,0.0,0.0,1.12,1626149
261,2.5,0.26,2.4,8.3,4.8,2.06,42.9,1.8,1.22,0.82,67.2,50,0,20.5,0.5,5.9,2.9,1.16,2.28,0.92,40.4,1.22,1627936
262,0.2,0.0,0.9,3.2,2.206,1.147,52.0,0.62,0.5,0.265,52.9,34,0,6.5,0.5,3.0,1.4,0.15,0.941,0.412,43.8,0.12,1628035
263,1.7,0.56,4.6,13.4,11.351,4.947,43.6,1.77,1.404,0.947,67.5,57,27,28.5,1.7,12.8,6.3,0.53,5.702,2.0,35.1,1.75,1628398
264,0.1,0.29,1.1,1.0,0.714,0.214,30.0,0.5,0.929,0.429,46.2,14,0,3.8,0.3,0.9,1.4,0.14,0.0,0.0,0.0,0.71,1628961
265,2.5,0.36,2.3,9.3,7.582,3.382,44.6,1.96,1.836,1.491,81.2,55,3,19.7,0.4,8.8,2.7,0.95,2.109,0.564,26.7,1.45,1629659
266,0.1,0.24,1.2,3.4,1.588,1.0,63.0,0.47,0.529,0.235,44.4,17,1,5.2,0.6,2.2,1.8,0.29,0.0,0.0,0.0,0.29,1629719
267,1.5,0.59,4.2,11.6,9.824,4.059,41.3,1.88,1.608,1.294,80.5,51,0,21.7,0.7,11.0,4.9,0.71,4.235,1.588,37.5,1.0,200752
268,7.2,0.26,3.7,23.6,14.92,7.34,49.2,2.04,7.02,6.2,88.3,50,50,34.0,0.8,21.2,4.5,0.88,1.4,0.36,25.7,1.96,201942
269,2.4,0.04,1.4,9.9,9.393,3.982,42.4,1.2,1.196,1.089,91.0,56,0,25.4,0.3,11.6,1.7,0.66,6.536,2.5,38.3,0.96,201988
270,0.7,0.17,1.7,3.8,1.667,0.667,40.0,1.33,1.167,0.833,71.4,6,0,8.5,0.3,2.3,2.0,0.33,0.833,0.167,20.0,0.33,203476
271,0.6,0.04,3.3,7.0,3.913,1.87,47.8,0.57,1.0,0.652,65.2,23,9,15.6,0.4,5.0,3.7,0.26,1.739,0.609,35.0,0.26,1626168
272,5.3,0.11,6.2,19.3,14.286,6.411,44.9,2.02,2.0,1.589,79.5,56,56,31.6,0.7,15.4,6.9,1.57,3.107,1.036,33.3,1.7,1627749
273,1.9,1.79,4.7,16.3,6.069,3.81,62.8,2.41,1.81,0.862,47.6,58,40,26.3,3.3,8.5,8.0,0.64,0.0,0.0,0.0,1.31,1627751
274,3.6,1.03,2.6,14.6,12.743,5.229,41.0,2.6,3.143,2.686,85.5,35,31,29.8,0.4,15.5,3.0,0.74,6.829,2.4,35.1,1.29,1628401
275,0.4,0.09,0.9,2.7,1.909,0.727,38.1,0.32,0.682,0.5,73.3,22,0,6.9,0.2,2.2,1.1,0.41,0.682,0.227,33.3,0.09,1628966
276,1.6,0.3,2.4,8.7,9.872,4.106,41.6,1.79,1.34,1.064,79.4,47,31,24.9,0.2,10.9,2.6,0.51,4.553,1.617,35.5,1.15,1629022
277,0.9,1.02,3.1,9.0,3.585,2.049,57.1,1.46,2.049,1.415,69.0,41,1,13.8,1.2,5.5,4.3,0.32,0.024,0.024,100.0,0.88,1629234
278,1.8,0.43,5.0,14.6,10.214,4.875,47.7,2.14,2.821,2.036,72.2,56,54,28.6,1.5,12.7,6.5,0.57,2.714,0.929,34.2,1.13,1629640
279,0.5,0.22,1.6,3.6,2.926,1.259,43.0,1.33,0.889,0.444,50.0,27,4,9.2,0.5,3.3,2.1,0.26,1.37,0.333,24.3,0.59,1629677
280,0.3,0.12,0.2,1.1,0.941,0.353,37.5,0.76,0.471,0.412,87.5,17,0,4.5,0.1,1.1,0.3,0.35,0.118,0.0,0.0,0.53,1629683
281,0.9,0.29,2.2,6.6,4.367,1.776,40.7,1.39,0.673,0.592,87.9,49,1,16.1,0.4,5.0,2.6,0.8,2.224,0.878,39.4,0.37,1630170
282,0.7,0.0,0.3,1.9,1.655,0.759,45.8,0.28,0.31,0.31,100.0,29,0,5.4,0.2,1.9,0.5,0.21,0.103,0.069,66.7,0.41,1630200
283,1.6,0.6,2.7,11.5,11.638,4.81,41.3,2.05,2.397,2.103,87.8,58,3,25.0,0.5,13.6,3.2,0.71,4.741,1.845,38.9,1.0,2546
284,1.3,0.69,7.3,21.0,8.237,5.034,61.1,2.54,2.407,1.881,78.2,59,35,26.0,4.2,11.9,11.5,0.47,0.017,0.0,0.0,1.2,202683
285,7.6,0.26,3.7,26.3,20.204,8.833,43.7,1.59,7.426,6.852,92.3,54,54,36.0,0.5,28.5,4.2,0.91,10.759,4.019,37.3,3.17,203081
286,4.8,0.47,3.6,21.3,19.294,8.588,44.5,1.91,2.765,2.265,81.9,34,34,33.9,0.7,23.2,4.3,1.12,9.618,3.735,38.8,1.35,203468
287,1.7,1.23,5.8,14.4,7.421,3.07,41.4,2.72,0.895,0.737,82.4,57,57,32.1,0.8,8.9,6.6,1.51,5.14,1.982,38.6,1.07,203496
288,3.3,0.92,5.8,15.9,8.083,4.0,49.5,3.04,2.583,1.583,61.3,24,24,23.0,2.1,10.0,7.9,0.96,1.042,0.375,36.0,2.0,203994
289,1.8,0.5,1.3,6.5,2.5,1.0,40.0,2.5,3.0,2.0,66.7,4,1,14.3,1.8,4.0,3.1,0.25,0.25,0.0,0.0,0.5,1626178
290,1.8,0.4,2.1,14.3,13.2,5.867,44.4,2.27,4.2,3.6,85.7,15,15,34.3,0.9,17.3,3.0,1.53,5.667,1.933,34.1,1.8,1626181
291,0.8,1.0,2.4,9.6,5.596,2.692,48.1,2.21,1.654,1.058,64.0,52,42,24.1,1.5,7.3,3.9,0.69,2.538,0.827,32.6,0.56,1627884
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628380
293,0.8,0.33,3.0,5.8,2.5,1.067,42.7,1.67,0.733,0.5,68.2,30,0,10.3,1.0,2.9,4.0,0.2,0.5,0.233,46.7,0.6,1628385
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628388
295,1.4,0.12,2.0,7.1,6.353,2.627,41.4,1.51,0.922,0.706,76.6,51,0,16.4,0.2,7.8,2.2,0.25,4.49,1.882,41.9,0.69,1629014
296,0.2,0.14,0.7,2.3,2.333,0.905,38.8,0.95,0.524,0.333,63.6,21,0,7.3,0.4,2.4,1.1,0.29,1.286,0.286,22.2,0.14,1629604
297,0.5,0.33,2.2,6.4,3.718,1.744,46.9,1.18,1.026,0.846,82.5,39,2,14.3,0.8,5.0,3.0,0.13,1.897,0.692,36.5,0.36,1629642
298,0.4,0.0,0.2,-0.3,1.4,0.2,14.3,0.4,0.0,0.0,0.0,10,0,5.1,0.0,0.4,0.2,0.2,0.5,0.0,0.0,0.3,1629833
299,0.7,0.14,1.3,4.9,4.571,2.143,46.9,0.57,0.429,0.286,66.7,7,0,13.4,0.1,6.1,1.4,0.14,3.0,1.571,52.4,1.14,200755
300,1.7,0.16,3.0,12.5,12.655,5.466,43.2,1.48,2.31,1.828,79.1,58,21,28.3,0.3,15.5,3.3,0.43,7.31,2.776,38.0,0.95,203501
301,1.3,0.06,0.8,5.7,5.429,2.408,44.4,1.0,0.816,0.694,85.0,49,0,14.3,0.1,6.5,0.9,0.55,2.653,0.959,36.2,0.51,203504
302,0.8,0.33,2.3,8.1,3.2,1.844,57.6,2.18,1.867,1.444,77.4,45,11,14.9,1.2,5.2,3.5,0.6,0.444,0.111,25.0,0.58,203939
303,1.6,1.46,7.3,22.9,16.128,7.641,47.4,2.72,3.41,2.897,85.0,39,39,31.4,2.0,20.4,9.3,0.49,6.154,2.231,36.3,1.31,204001
304,0.7,0.78,3.1,9.2,3.55,2.225,62.7,2.35,1.675,1.1,65.7,40,11,17.0,1.2,5.6,4.3,0.3,0.225,0.025,11.1,0.48,1626161
305,2.8,0.44,2.6,12.3,10.438,4.479,42.9,2.44,1.979,1.792,90.5,48,48,31.8,0.9,12.3,3.5,0.88,4.75,1.5,31.6,1.38,1626196
306,0.3,0.21,2.8,7.0,4.25,2.042,48.0,1.04,1.083,0.833,76.9,24,3,9.0,1.6,4.9,4.4,0.04,0.25,0.0,0.0,0.38,1626246
307,1.5,0.44,3.8,13.0,7.771,3.563,45.8,2.38,0.646,0.521,80.6,48,48,32.3,1.7,9.6,5.5,0.88,5.021,1.958,39.0,0.63,1627827
308,1.4,0.74,4.5,11.2,5.558,2.302,41.4,2.3,0.814,0.744,91.4,43,36,27.7,1.0,7.1,5.5,0.56,4.279,1.767,41.3,0.65,1628467
309,3.5,0.0,3.2,14.1,9.109,4.782,52.5,1.67,2.455,1.927,78.5,55,11,25.5,0.5,12.6,3.7,0.53,2.927,1.145,39.1,1.25,1628973
310,8.8,0.63,7.2,29.8,20.852,10.074,48.3,2.31,7.333,5.333,72.7,54,54,35.1,0.8,28.5,8.0,1.0,8.315,2.981,35.9,4.3,1629029
311,0.7,0.17,2.2,5.0,2.917,1.167,40.0,1.75,0.417,0.333,80.0,12,4,14.4,0.5,3.3,2.7,0.25,1.75,0.583,33.3,0.17,1629740
312,0.5,0.0,0.5,1.2,1.455,0.455,31.3,0.18,0.273,0.091,33.3,11,0,5.1,0.0,1.0,0.5,0.45,0.636,0.0,0.0,0.18,1630179
313,0.5,0.11,1.3,3.0,2.143,0.929,43.3,0.71,0.536,0.321,60.0,28,5,10.1,0.6,2.3,1.9,0.25,0.607,0.071,11.8,0.54,1630182
314,0.1,0.09,0.7,1.4,1.091,0.364,33.3,0.36,0.364,0.182,50.0,11,0,3.5,0.5,0.9,1.2,0.0,0.091,0.0,0.0,0.0,1630189
315,0.3,0.07,0.3,1.2,1.429,0.571,40.0,0.21,0.429,0.286,66.7,14,0,3.4,0.1,1.5,0.4,0.29,0.429,0.071,16.7,0.29,1630207
316,4.1,0.32,5.0,20.5,14.955,7.068,47.3,1.68,4.205,3.545,84.3,44,44,34.0,0.8,19.6,5.8,1.18,4.659,1.932,41.5,2.07,202330
317,1.3,1.08,3.2,9.6,3.868,2.208,57.1,2.26,1.698,0.811,47.8,53,30,20.9,2.1,5.2,5.3,0.28,0.019,0.0,0.0,1.02,202687
318,3.8,0.23,1.2,7.7,6.0,2.462,41.0,1.77,2.154,1.846,85.7,13,0,18.5,0.3,7.0,1.5,0.85,1.462,0.231,15.8,1.85,202954
319,1.9,0.37,4.3,14.1,6.658,3.605,54.2,2.37,2.237,1.658,74.1,38,20,21.0,2.6,8.9,6.9,0.61,0.658,0.079,12.0,1.05,203469
320,4.0,0.39,3.7,19.4,16.054,7.464,46.5,1.7,2.857,2.357,82.5,56,56,34.1,0.5,20.6,4.2,1.27,8.268,3.304,40.0,1.93,1626179
321,1.9,0.13,2.3,11.0,10.063,4.625,46.0,1.22,2.031,1.656,81.5,32,0,21.7,0.4,13.1,2.7,0.5,5.156,2.188,42.4,1.47,1628370
322,2.1,0.73,4.8,15.1,8.661,4.373,50.5,2.08,1.559,1.322,84.8,59,13,28.4,1.2,11.7,6.0,0.68,4.068,1.644,40.4,1.64,1628970
323,5.3,0.09,2.3,13.5,12.021,4.447,37.0,1.38,2.447,2.0,81.7,47,41,29.9,0.4,14.0,2.7,0.96,8.447,3.085,36.5,1.47,1628984
324,1.2,0.2,2.2,5.8,4.977,1.886,37.9,1.14,1.114,0.682,61.2,44,2,15.4,0.7,5.0,2.9,0.73,2.341,0.591,25.2,0.66,1628997
325,1.6,0.19,1.8,6.0,3.426,1.532,44.7,0.91,0.787,0.468,59.5,47,5,15.6,0.9,3.8,2.7,0.57,1.043,0.277,26.5,0.7,1628998
326,2.6,1.31,4.9,14.9,10.077,4.365,43.3,2.6,2.385,1.827,76.6,52,49,29.5,1.4,12.2,6.3,0.96,4.077,1.596,39.2,2.08,1629023
327,1.0,0.29,2.2,7.0,5.471,2.5,45.7,2.0,1.206,0.882,73.2,34,10,16.9,0.7,6.6,2.9,0.53,2.029,0.676,33.3,0.97,1629667
328,6.1,0.34,4.5,19.3,12.829,5.78,45.1,2.83,3.0,2.366,78.9,41,21,28.6,1.3,15.9,5.8,1.59,5.268,1.976,37.5,2.8,1630163
329,0.1,0.21,1.3,3.1,2.0,1.0,50.0,0.79,0.643,0.571,88.9,14,4,6.6,0.2,2.6,1.5,0.07,0.5,0.071,14.3,0.36,1630176
330,0.8,0.0,0.0,2.3,1.75,1.0,57.1,0.0,0.0,0.0,0.0,4,0,5.0,0.0,2.3,0.0,0.25,0.75,0.25,33.3,0.25,1630203
331,0.1,0.0,0.4,1.0,0.438,0.25,57.1,0.44,0.688,0.438,63.6,16,0,3.7,0.1,0.9,0.5,0.0,0.0,0.0,0.0,0.19,1630208
332,0.2,0.17,0.0,1.0,1.167,0.333,28.6,0.17,0.5,0.5,100.0,6,0,4.0,0.2,1.5,0.2,0.0,1.167,0.333,28.6,0.17,1630268
333,8.8,0.21,4.2,22.3,12.534,6.103,48.7,2.31,2.603,2.414,92.7,58,58,31.7,0.4,16.0,4.6,1.45,3.707,1.397,37.7,2.14,101108
334,1.5,0.17,1.2,4.9,4.25,1.792,42.2,1.29,0.417,0.333,80.0,24,1,14.5,0.5,4.3,1.7,0.58,1.208,0.333,27.6,0.75,202734
335,2.1,0.42,4.3,11.9,8.109,3.255,40.1,1.96,1.218,0.927,76.1,55,39,27.4,0.5,9.8,4.8,0.8,6.2,2.364,38.1,0.95,203109
336,1.3,0.07,3.0,9.6,7.146,3.22,45.1,1.98,1.902,1.659,87.2,41,1,17.5,1.0,9.1,4.0,0.59,2.878,0.976,33.9,1.24,203967
337,0.7,0.0,0.9,4.4,3.486,1.629,46.7,0.66,0.486,0.486,100.0,35,0,10.9,0.1,4.7,1.0,0.23,2.029,0.914,45.1,0.34,204038
338,1.6,0.38,2.9,8.3,5.206,2.412,46.3,1.24,1.147,0.647,56.4,34,13,14.5,0.6,6.2,3.5,0.29,1.912,0.765,40.0,0.47,1626163
339,4.5,0.27,3.7,21.1,19.055,9.182,48.2,2.85,5.6,4.818,86.0,55,55,33.6,0.5,25.1,4.2,0.89,5.691,1.945,34.2,3.2,1626164
340,3.5,0.21,2.0,9.5,5.979,2.792,46.7,1.67,0.854,0.729,85.4,48,0,17.3,0.3,7.3,2.3,0.58,2.5,1.0,40.0,1.1,1626166
341,0.8,0.38,2.3,7.2,4.833,2.375,49.1,1.42,1.542,1.167,75.7,24,0,14.8,0.3,6.7,2.6,0.42,1.792,0.75,41.9,0.79,1627846
342,0.9,0.42,3.2,9.4,4.842,2.526,52.2,1.68,0.421,0.263,62.5,19,0,16.2,1.2,6.2,4.4,0.68,2.263,0.842,37.2,0.63,1628470
343,2.2,0.86,3.3,15.9,9.339,4.915,52.6,1.59,1.78,1.475,82.9,59,59,32.5,1.1,13.1,4.4,0.95,4.356,1.763,40.5,0.8,1628969
344,1.1,0.17,1.2,4.8,3.362,1.426,42.4,1.02,0.085,0.043,50.0,47,0,11.1,0.3,3.8,1.5,0.43,2.383,0.894,37.5,0.23,1628975
345,1.4,1.14,7.4,22.6,10.39,6.475,62.3,2.9,2.576,1.983,77.0,59,59,30.7,3.3,15.0,10.7,0.54,0.339,0.068,20.0,1.64,1629028
346,1.5,0.3,2.7,10.3,7.925,3.509,44.3,1.45,0.925,0.811,87.8,53,10,23.5,0.5,9.9,3.2,0.58,5.453,2.057,37.7,0.72,1629661
347,0.1,0.1,0.7,1.2,1.45,0.55,37.9,0.5,0.15,0.05,33.3,20,0,4.4,0.3,1.3,1.0,0.05,0.55,0.1,18.2,0.25,1630188
348,0.1,0.11,0.4,0.3,1.111,0.222,20.0,0.11,0.222,0.111,50.0,9,0,3.2,0.1,0.7,0.5,0.0,0.778,0.111,14.3,0.11,1630234
349,6.6,0.05,2.8,13.0,7.193,2.719,37.8,2.14,2.316,1.982,85.6,57,42,26.2,0.4,8.3,3.2,1.4,2.912,0.877,30.1,1.75,201937
350,1.0,0.59,3.0,7.9,2.0,0.864,43.2,2.45,0.545,0.455,83.3,22,7,13.3,2.1,2.2,5.1,0.59,0.0,0.0,0.0,0.32,202334
351,4.9,0.42,2.1,16.1,15.516,6.839,44.1,1.74,3.387,2.71,80.0,31,19,27.7,0.4,19.3,2.5,1.03,7.129,2.903,40.7,2.74,1626156
352,4.6,1.41,8.2,29.4,17.564,8.615,49.1,3.56,5.846,5.077,86.8,39,39,34.3,2.7,24.8,10.9,0.69,6.205,2.462,39.7,3.21,1626157
353,2.4,0.19,3.6,16.3,16.216,7.135,44.0,1.68,2.162,1.838,85.0,37,36,32.8,0.8,19.6,4.4,0.81,8.676,3.459,39.9,1.62,1627736
354,0.7,0.4,1.2,5.6,4.167,2.071,49.7,0.98,0.881,0.619,70.3,42,11,14.3,0.3,5.3,1.5,0.69,1.738,0.5,28.8,0.62,1627774
355,0.6,0.1,3.1,7.8,5.429,2.381,43.9,0.93,1.69,1.119,66.2,42,6,16.7,0.9,6.8,4.0,0.36,2.976,0.929,31.2,0.48,1627823
356,1.1,0.48,1.6,6.9,4.583,1.833,40.0,2.23,1.792,1.438,80.2,48,32,21.2,0.9,5.6,2.5,1.0,1.958,0.521,26.6,0.75,1629006
357,1.3,0.75,3.8,10.4,3.509,2.075,59.1,1.87,1.774,1.0,56.4,53,25,17.2,1.7,5.2,5.5,0.89,0.075,0.019,25.0,0.91,1629020
358,4.1,0.15,1.7,8.3,5.049,2.0,39.6,0.85,0.585,0.439,75.0,41,2,19.2,0.4,5.1,2.1,1.12,1.805,0.659,36.5,1.05,1629162
359,0.7,0.26,2.1,5.5,4.941,2.029,41.1,1.71,1.412,0.853,60.4,34,7,14.7,1.0,5.3,3.1,0.5,1.559,0.382,24.5,0.82,1629633
360,1.6,0.26,1.9,8.5,8.368,3.579,42.8,1.79,1.342,1.105,82.4,38,0,18.8,0.5,9.5,2.4,0.55,3.658,1.237,33.8,0.71,1629669
361,1.1,1.05,3.5,12.7,8.203,4.237,51.7,2.51,2.458,1.814,73.8,59,15,19.2,1.1,11.1,4.6,0.51,2.373,0.814,34.3,0.98,1629675
362,2.7,0.41,3.6,14.2,16.541,6.639,40.1,1.66,3.525,2.754,78.1,61,44,31.4,0.8,18.3,4.4,1.18,7.082,2.295,32.4,2.11,1630162
363,1.1,0.96,2.8,8.7,5.852,2.63,44.9,2.63,0.722,0.426,59.0,54,20,23.3,0.8,6.8,3.6,0.54,3.037,1.13,37.2,0.74,1630183
364,1.4,0.21,1.6,8.8,7.302,3.279,44.9,1.37,0.814,0.651,80.0,43,29,21.9,0.3,9.7,1.9,0.4,5.93,2.535,42.7,0.67,201961
365,5.5,0.4,2.7,15.5,8.867,4.467,50.4,2.07,2.4,2.067,86.1,15,7,26.3,0.5,11.7,3.2,1.2,1.867,0.733,39.3,1.8,202709
366,3.6,0.87,6.8,19.4,6.778,4.13,60.9,3.37,3.111,2.093,67.3,54,54,26.9,2.6,10.4,9.4,0.78,0.13,0.0,0.0,1.87,203486
367,1.0,0.06,0.9,6.0,4.375,2.313,52.9,0.75,0.5,0.375,75.0,16,2,12.1,0.5,5.7,1.4,0.5,1.5,0.688,45.8,0.44,203585
368,2.9,1.06,4.0,18.9,17.442,7.481,42.9,2.38,6.346,5.404,85.2,52,52,34.2,0.7,22.6,4.7,0.67,6.192,2.192,35.4,2.04,203924
369,0.6,0.16,1.4,5.4,3.263,1.947,59.7,1.16,0.526,0.421,80.0,19,0,11.1,0.7,4.4,2.1,0.16,0.316,0.105,33.3,0.53,1626143
370,2.2,0.73,3.1,11.7,11.571,4.946,42.7,2.86,3.446,2.518,73.1,56,21,25.0,0.9,13.7,4.0,0.86,4.107,1.25,30.4,2.21,1628367
